B1,B2,B3,S1.UV,S1.violet,S1.blue,S1.green,S1.yellow,S1.red,S2,S3,S4,S5,S6,S7,S8,S9,S10,H1,H2,H3,H4,H5,u,s,m,l,u.r,s.r,m.r,l.r,x,y,z,h.theta,h.phi,r.vec,r.max,r.achieved,Type,Species,Exp,SpeciesType
4034.8694102147,10.0620184793,32.3500572518,0.294756599,0.3223033311,0.2231092719,0.4412921362,0.1528548924,0.0502060306,18.2037695929,0.5455362577,0.7919793476,927.5733487457,30.572949654,-0.2664036088,3.0384509546,0.2513948971,2.4063904047,528,556,562,-1.0695528865,494,0.2618184475,0.1549093982,0.519098839,0.0641733153,0.0118184475,-0.0950906018,0.269098839,-0.1858266847,-0.0555642761,0.289600873,0.0118184475,1.7603576905,0.0400569748,0.2951198572,0.3970364343,0.7433067389,Directionnel,METTYR,irid,METTYR_Directionnel
7639.3414999449,19.0507269325,69.8347496251,0.1941932457,0.2125578943,0.2167600977,0.4881759754,0.1697871862,0.110440529,15.8248527004,0.5957010745,1.8739419127,2702.6284418452,65.421770184,-0.2196737685,3.4340826161,-0.6017251159,6.435271346,529,556,497,-1.4641211948,505,0.1616494792,0.1618342136,0.5782179773,0.0982983298,-0.0883505208,-0.0881657864,0.3282179773,-0.1517016702,-0.038907624,0.31689111,-0.0883505208,1.6929640527,-0.2699702011,0.3312696686,0.5459229093,0.6068066809,Directionnel,METTYR,irid,METTYR_Directionnel
58309.7772550897,145.4109158481,584.7936310525,0.1604950343,0.1785938818,0.1602284064,0.6110656705,0.2786101236,0.0761339614,21.2537086986,0.6666747387,15.7383431461,28774.6003461238,557.2787328601,-0.2544400658,3.8324408426,-0.4780575808,60.3162690684,542,569,573,-1.5070491416,506,0.1323014131,0.1066771319,0.6642711904,0.0967502646,-0.1176985869,-0.1433228681,0.4142711904,-0.1532497354,-0.00607894,0.3977882175,-0.1176985869,1.5860769875,-0.2876432746,0.4148799548,0.6768037047,0.6129989418,Directionnel,METTYR,MAX,METTYR_Directionnel
3358.9542675253,8.3764445574,22.7504019016,0.3299044517,0.3525710377,0.2316716845,0.3623317943,0.1299669511,0.0847426101,8.2010337293,0.4674530375,0.5385842605,403.4900867578,19.9763123596,-0.1946742085,2.3848199821,-0.1762955451,1.2844265065,525,556,329,-0.7542360258,493,0.2809173264,0.1874401097,0.4423133454,0.0893292185,0.0309173264,-0.0625598903,0.1923133454,-0.1606707815,-0.0600804054,0.2149100315,0.0309173264,1.8433976489,0.1376729921,0.2252817299,0.3505331334,0.6426831258,Directionnel,METTYR,MIN,METTYR_Directionnel
4067.5080419357,10.1434115759,18.9226742513,0.2277826545,0.2495763804,0.3007276309,0.3382395865,0.1913377909,0.1409544444,3.6415220293,0.4084947558,0.2305387861,731.26138554,13.7263101763,-0.138058912,1.3532242159,0.4735729017,0.3119706681,522,356,333,-0.9398578461,481,0.188082282,0.2753995151,0.368839591,0.167678612,-0.061917718,0.0253995151,0.118839591,-0.082321388,-0.0659653118,0.1041572018,-0.061917718,2.1353594435,-0.4654193278,0.137963578,0.4189785345,0.329285552,Directionnel,PETIOL,irid,PETIOL_Directionnel
31311.0974885319,78.0825373779,191.0531349869,0.2272788634,0.2371591561,0.1917600089,0.4880560884,0.3328211896,0.1004883706,12.2859722628,0.5032895857,3.204378436,8812.6581459383,175.5026249499,-0.2098804234,2.2476552485,1.0072697664,7.2023380097,559,594,502,-1.4310841778,518,0.1739835978,0.1587002314,0.459294444,0.2080217269,-0.0760164022,-0.0912997686,0.209294444,-0.0419782731,0.0302031243,0.1951144241,-0.0760164022,1.417218286,-0.3675206258,0.211566445,0.57931813,0.3651990746,Directionnel,PETIOL,irid,PETIOL_Directionnel
62407.2615738467,155.6290812315,385.4534412391,0.2342948104,0.2447255263,0.2149173568,0.4824335561,0.3031287238,0.0755131991,14.5351555789,0.503284481,7.2996951598,17874.9452358214,358.934740483,-0.2163267524,2.3063474875,1.904085223,16.8356335915,554,594,596,-1.2593139169,518,0.1760035439,0.1817004349,0.4727751859,0.1695208353,-0.0739964561,-0.0682995651,0.2227751859,-0.0804791647,-0.0074584511,0.210127069,-0.0739964561,1.6062763876,-0.3383925965,0.2229001775,0.6924157894,0.3219166589,Directionnel,PETIOL,irid,PETIOL_Directionnel
41226.4070190109,102.8089950599,275.9400419237,0.1965929179,0.2056341776,0.1850920737,0.5229155595,0.3689565071,0.1030865809,15.5516112512,0.5368366414,4.9469352708,14085.633781151,258.1965401433,-0.2203929126,2.5114197449,1.0462538705,12.4238309156,562,594,509,-1.4832344894,519,0.147710667,0.1518124464,0.4770502009,0.2234266856,-0.102289333,-0.0981875536,0.2270502009,-0.0265733144,0.0438545861,0.2046583646,-0.102289333,1.359706627,-0.4545758517,0.2329621827,0.5693706662,0.409157332,Directionnel,PETIOL,MAX,PETIOL_Directionnel
3850.9998719029,9.6034909524,16.1288210401,0.2653365367,0.2884615199,0.3031992046,0.2957425722,0.169151684,0.1430332453,2.9886593049,0.3752936709,0.1995221556,488.8824202282,10.7321466807,-0.1216830859,1.1175255679,0.4684435909,0.2229711103,513,355,345,-0.5226725159,468,0.2179375981,0.2875009996,0.3311653119,0.1633960904,-0.0320624019,0.0375009996,0.0811653119,-0.0866039096,-0.0759984255,0.0747530427,-0.0320624019,2.3644554675,-0.2921631723,0.1113183529,0.3213433246,0.3464156382,Directionnel,PETIOL,MIN,PETIOL_Directionnel
40656.8707741543,101.3887051725,308.5433641885,0.1333868307,0.1484607174,0.1491882516,0.207406796,0.1996866043,0.5156620607,7.5667975074,0.3358815221,0.7280219103,16492.5206689954,267.7674132149,-0.415249942,2.6409984501,-0.8382161956,1.9227047367,700,300,632,0.1934526853,619,0.1453310115,0.1686037579,0.2482150604,0.4378501701,-0.1046689885,-0.0813962421,-0.0017849396,0.1878501701,0.1648790813,-0.0388992901,-0.1046689885,-0.231689478,-0.5534485702,0.1991327782,0.475625066,0.4186759538,Directionnel,RHAMIC,irid,RHAMIC_Directionnel
181683.227729722,453.0753808721,1273.7527968363,0.1114043211,0.1157638299,0.1076382308,0.5632894582,0.382316695,0.2264002388,31.8747226303,0.5787168844,14.1886790492,91251.1731989821,1233.7915770443,-0.2396880727,2.7231485734,-0.8391028444,38.6378811106,548,582,610,1.208560814,506,0.0720750958,0.0791904517,0.5484822429,0.3002522097,-0.1779249042,-0.1708095483,0.2984822429,0.0502522097,0.1353721272,0.2536822739,-0.1779249042,1.0806091176,-0.5541134076,0.3381384043,0.4751139332,0.711699617,Directionnel,RHAMIC,irid,RHAMIC_Directionnel
486521.1874955,1213.2697942531,3185.0264608707,0.0770256344,0.0811374319,0.1153300813,0.5342328198,0.3728815599,0.2820366688,33.4170319324,0.5526953327,36.4620208901,256226.582631689,3089.7149901419,-0.2247007351,2.5466017573,-0.8987719139,92.854246474,550,581,623,1.127163176,494,0.0552889378,0.0876839127,0.5291813981,0.3278457514,-0.1947110622,-0.1623160873,0.2791813981,0.0778457514,0.1470684901,0.2272758335,-0.1947110622,0.9964677504,-0.6235374676,0.333460407,0.4281477425,0.7788442489,Directionnel,RHAMIC,irid,RHAMIC_Directionnel
273029.959851196,680.8727178334,2045.5349195842,0.0696813731,0.0726597001,0.0983400267,0.5949890238,0.4096727629,0.2459827026,63.2073995305,0.6116225004,24.0424454538,158555.421113609,2013.1726497427,-0.2586875448,2.9567532918,-0.9173457806,71.0875797383,550,581,612,1.2032565019,506,0.0459829138,0.0699106347,0.5677683193,0.3163381322,-0.2040170862,-0.1800893653,0.3177683193,0.0663381322,0.1509054069,0.2649132676,-0.2040170862,1.0529989516,-0.5897357228,0.3668439077,0.449525962,0.8160683447,Directionnel,RHAMIC,MAX,RHAMIC_Directionnel
24220.6962630153,60.4007388105,105.5555656762,0.1383864134,0.1534675237,0.1804219358,0.3042948818,0.2482448637,0.3841236021,4.3715323966,0.3230029942,0.4307919584,7396.6247034543,81.4094411369,-0.1962631961,1.3478219429,-0.6928499918,0.5806308544,673,699,499,0.6217675325,481,0.1311297547,0.1735101441,0.328895672,0.3664644292,-0.1188702453,-0.0764898559,0.078895672,0.1164644292,0.1181598856,0.0416545187,-0.1188702453,0.3389240331,-0.7591225742,0.1727049296,0.3632215302,0.4754809813,Directionnel,RHAMIC,MIN,RHAMIC_Directionnel
2152.4779566521,5.367775453,7.7578921139,0.2326614916,0.2663581783,0.2353478464,0.287187043,0.1930171842,0.2529109631,2.4467377632,0.1500464807,0.0866800195,208.0000809741,4.5871836586,0.0184523626,0.8545781579,-0.5718012901,0.0740748514,700,407,581,0.8882814554,493,0.233566158,0.203870895,0.3229673869,0.2395955601,-0.016433842,-0.046129105,0.0729673869,-0.0104044399,0.0218768002,0.0715833606,-0.016433842,1.2741980476,-0.2161230621,0.076634477,0.4153260555,0.1845164202,Directionnel,SCHALB,irid,SCHALB_Directionnel
34513.0757437719,86.067520558,289.7409890664,0.1853504049,0.2472023388,0.2039629584,0.5513885322,0.3319060316,0.0681685706,25.9633616601,0.5658352591,6.7081526224,13575.3102613669,278.5813791184,-0.2165229642,3.2367770945,-0.2824945339,21.7127947542,551,581,586,-1.3120026563,519,0.1644624593,0.1010368981,0.588301257,0.1461993857,-0.0855375407,-0.1489631019,0.338301257,-0.1038006143,0.0276562625,0.3285805818,-0.0855375407,1.4868253593,-0.253812661,0.3406563348,0.5717126095,0.5958524076,Directionnel,SCHALB,irid,SCHALB_Directionnel
40816.8946713533,101.7877672602,335.4271986934,0.2037241392,0.264302317,0.2060445927,0.5353564259,0.2933165694,0.0641294997,23.444952167,0.5574355195,7.4289212579,15023.9352772479,321.1201872607,-0.2297021365,3.1548013666,-0.4619334846,23.4367709372,549,581,514,-1.2858674853,518,0.1818582678,0.1047281448,0.589395587,0.1240180004,-0.0681417322,-0.1452718552,0.339395587,-0.1259819996,0.0118125758,0.3358916411,-0.0681417322,1.5356429971,-0.2000315322,0.3429373517,0.5901648177,0.5810874207,Directionnel,SCHALB,irid,SCHALB_Directionnel
25667.4112478325,64.0085068525,210.875318528,0.1993915583,0.2608503713,0.2021516322,0.5414679798,0.3273661314,0.0657111827,25.6072592614,0.5552101102,4.8810022409,9495.1543300613,202.6403365498,-0.212382475,3.1658344572,-0.260799809,15.4524450802,551,581,586,-1.2907114363,519,0.1721787044,0.1011005978,0.581371341,0.1453493567,-0.0778212956,-0.1488994022,0.331371341,-0.1046506433,0.0270967203,0.3239584006,-0.0778212956,1.4873479771,-0.2349625529,0.3342744854,0.561242155,0.5955976087,Directionnel,SCHALB,MAX,SCHALB_Directionnel
2525.0919589067,6.2969874287,10.6791363076,0.2559739851,0.2913189493,0.23847894,0.2967632823,0.1737664566,0.2172923344,3.2567244759,0.3396948089,0.1320041724,183.8946281115,7.4000329058,-0.0791348549,1.1751703477,-0.5803833548,0.1551273892,525,407,380,1.2139351917,493,0.25346449,0.2002497626,0.3442553097,0.2020304377,0.00346449,-0.0497502374,0.0942553097,-0.0479695623,0.0010904364,0.1011977352,0.00346449,1.5600214396,0.0342195065,0.1012628923,0.5088563266,0.1990009498,Directionnel,SCHALB,MIN,SCHALB_Directionnel
2311.9439222989,5.7654461903,12.2269705166,0.1039689425,0.1281916428,0.2720958155,0.2302891939,0.188470578,0.4004794177,Inf,0.2609848614,0.2310124025,510.8897757077,12.2269705166,-0.3055279173,2.1207327435,-0.495244729,0.4899155662,698,356,612,0.6990897007,308,0.1229568809,0.2885423149,0.2532155381,0.3352852662,-0.1270431191,0.0385423149,0.0032155381,0.0852852662,0.0286240949,-0.0415059324,-0.1270431191,-0.9670581941,-1.1929948504,0.1366822423,0.2689682117,0.5081724765,Directionnel,UROBEN,irid,UROBEN_Directionnel
33082.8686305175,82.5009192781,385.7223080352,0.1798897864,0.1982409478,0.2339849258,0.5005098518,0.1142781749,0.0970901844,23.0374206541,0.6356261595,12.0496183079,13169.7092238415,368.9790139908,-0.2318332496,4.4724230617,-0.4590713708,53.8909908048,525,544,499,-1.4342782346,505,0.1636201634,0.1759753798,0.5903376221,0.0700668347,-0.0863798366,-0.0740246202,0.3403376221,-0.1799331653,-0.0648554737,0.3304426766,-0.0863798366,1.7646013017,-0.2510986248,0.3476493509,0.48302567,0.7197326611,Directionnel,UROBEN,irid,UROBEN_Directionnel
39380.3281198746,98.2053070321,428.5896276488,0.1971695395,0.2169517107,0.2885715973,0.428018837,0.0894085338,0.0987246059,18.7431486315,0.6098336133,12.4666881943,13045.059700669,405.7231586219,-0.2460535571,4.1313771209,-0.3496080484,51.5045903793,517,544,493,-1.2814700854,493,0.1945467655,0.2269925827,0.5018863946,0.0765742572,-0.0554532345,-0.0230074173,0.2518863946,-0.1734257428,-0.0921120364,0.2475601875,-0.0554532345,1.9270039815,-0.2069325201,0.2698994904,0.3890706852,0.6937029714,Directionnel,UROBEN,irid,UROBEN_Directionnel
64130.4310980847,159.92626209,772.9414865805,0.1540095827,0.1720467769,0.1988555625,0.555755484,0.1423921472,0.1016198158,27.9269865654,0.6586370444,23.3414654767,29762.865595739,745.2642617296,-0.2467559304,4.6600492751,-0.5086028757,108.7723792754,528,556,504,-1.5115705216,506,0.1382832813,0.1457219627,0.6504209176,0.0655738383,-0.1117167187,-0.1042780373,0.4004209176,-0.1844261617,-0.0490805022,0.3852126946,-0.1117167187,1.6975249483,-0.2801228751,0.4040771473,0.5477492234,0.7377046467,Directionnel,UROBEN,MAX,UROBEN_Directionnel
3099.0770514661,7.7283716994,24.973126078,0.0738429284,0.0946741934,0.3405483355,0.3585344592,0.1445414271,0.2381686627,29.3420552856,0.5258153669,0.5917081356,1093.8209455162,24.1220225737,-0.2707964452,3.1212296085,-0.5232734563,1.8468569524,513,532,544,-1.5213454445,493,0.088948475,0.3087877009,0.4082615546,0.1940022694,-0.161051525,0.0587877009,0.1582615546,-0.0559977306,-0.0702914343,0.110921415,-0.161051525,2.1356308063,-0.8867477462,0.2078028868,0.3225720569,0.6442061001,Directionnel,UROBEN,MIN,UROBEN_Directionnel
3478.5533766856,8.6746967,18.9703216838,0.3362526994,0.358803336,0.2028356184,0.2617350159,0.1620305321,0.20584601,4.4005242509,0.215180864,0.2102988585,234.5477235923,14.6593985751,-0.1539869202,1.6899032995,-0.5277552536,0.3553847348,300,300,540,-0.8721405095,481,0.2980555967,0.1874890262,0.3130654867,0.2013898904,0.0480555967,-0.0625109738,0.0630654867,-0.0486101096,0.0085125061,0.0838812691,0.0480555967,1.4696597716,0.5180479403,0.0970457132,0.388114707,0.2500438953,Diffus,BOUFUL,a50,BOUFUL_Diffus
2422.4468817717,6.0410146678,14.1008898348,0.2753614148,0.2953285146,0.1505635972,0.4218539297,0.251727605,0.1594830463,7.4035755835,0.4404227402,0.2218949786,422.7577771414,12.1962844619,-0.1428294114,2.0189132344,-0.5620113462,0.4479867089,542,569,328,1.2705395974,506,0.2248093583,0.1155788565,0.4679548678,0.1916569173,-0.0251906417,-0.1344211435,0.2179548678,-0.0583430827,0.0465881074,0.2222698108,-0.0251906417,1.3641857381,-0.1104716187,0.2284926453,0.4249566686,0.537684574,Diffus,BOUFUL,IR1,BOUFUL_Diffus
2354.813091725,5.8723518497,15.9464048842,0.3652833032,0.3856326034,0.1723571982,0.3183317639,0.1753270208,0.1507988268,7.023312471,0.248485309,0.222630436,70.2760201696,13.6759085977,-0.2062388113,2.3288639625,-0.4781050925,0.5184759993,300,300,555,-0.849786697,505,0.296896036,0.1490351165,0.3865231908,0.1675456568,0.046896036,-0.1009648835,0.1365231908,-0.0824543432,0.0113353447,0.1613849635,0.046896036,1.500673566,0.2821382185,0.1684423779,0.4170815931,0.4038595341,Diffus,BOUFUL,IR2,BOUFUL_Diffus
2532.2933450042,6.3149459975,14.8983162896,0.2596258277,0.280798973,0.1417854233,0.4372909875,0.2847657632,0.1684248774,7.6843680259,0.4509104189,0.2525206943,512.8217033669,12.959534045,-0.1530656627,2.0522002959,-0.5403435222,0.5182230435,550,581,301,1.2362390382,518,0.2121366608,0.105666612,0.468764337,0.2134323902,-0.0378633392,-0.144333388,0.218764337,-0.0365676098,0.0659927921,0.2186479073,-0.0378633392,1.27766863,-0.1642895074,0.2315072103,0.4009938613,0.5773335521,Diffus,BOUFUL,MAX,BOUFUL_Diffus
2662.5932645451,6.6398834527,14.565893276,0.3304981772,0.3527520405,0.1893122302,0.309491702,0.1779959601,0.177694469,5.2447114686,0.2138262964,0.1725383314,83.9818213574,11.7886397772,-0.1647422115,1.7754287197,-0.5467723523,0.3063295089,300,300,350,0.1345743753,493,0.2822915524,0.1638786705,0.3696982462,0.1841315309,0.0322915524,-0.0861213295,0.1196982462,-0.0658684691,0.0124022935,0.1383759502,0.0322915524,1.4814076504,0.2283744266,0.1426340242,0.4140496464,0.3444853182,Diffus,BOUFUL,MIN,BOUFUL_Diffus
3531.2481945563,8.8061052233,12.7685658639,0.1752195272,0.1975626344,0.2237673229,0.319170817,0.2352141103,0.2893453942,2.4885831729,0.3338653872,0.0767162176,685.9165655625,7.6377082727,-0.0821442376,0.8673196696,-0.500907042,0.0665374845,540,393,484,0.9682884708,505,0.1717898612,0.2038984041,0.339867583,0.2844441517,-0.0782101388,-0.0461015959,0.089867583,0.0344441517,0.0493239956,0.0676675063,-0.0782101388,0.9409254384,-0.7512887212,0.1145799885,0.3662568251,0.3128405551,Diffus,DAMJUL,a50,DAMJUL_Diffus
4182.7364996964,10.4307643384,21.7024453384,0.2024097864,0.2216520143,0.1417392939,0.4220970994,0.3507319261,0.241974771,5.6044177875,0.4529144411,0.2460780563,1101.0968622418,17.8300635565,-0.1779673719,1.7093726766,-0.5436538465,0.4206391057,574,618,519,0.9871480848,519,0.1616657434,0.10929807,0.3977612383,0.3312749483,-0.0883342566,-0.14070193,0.1477612383,0.0812749483,0.1359325216,0.1254935845,-0.0883342566,0.7454886287,-0.4454645291,0.2050103194,0.3642635169,0.56280772,Diffus,DAMJUL,IR1,DAMJUL_Diffus
4380.2543406181,10.9233275327,22.5381626456,0.2211567218,0.2402036122,0.1522500943,0.4235451209,0.3276295466,0.2110017335,5.3169671249,0.4424370685,0.2755777953,1020.3608975008,18.2992493486,-0.165302227,1.6752449557,-0.509134246,0.4616603115,565,606,513,1.1080817693,507,0.177769321,0.1193905301,0.4129575014,0.2898826475,-0.072230679,-0.1306094699,0.1629575014,0.0398826475,0.1044046732,0.14730513,-0.072230679,0.9542122163,-0.3805529502,0.1944644134,0.3722249496,0.5224378796,Diffus,DAMJUL,IR2,DAMJUL_Diffus
5641.2491193248,14.067952916,32.0469379715,0.2012413919,0.2198479564,0.1269347512,0.4465954237,0.3800873994,0.2335621841,6.8888731925,0.4843494458,0.4146393817,1604.9151868722,27.3949525051,-0.1926576969,1.947330409,-0.548556914,0.8074398768,575,619,626,1.0105771756,519,0.1586928713,0.0939809868,0.4068983781,0.3404277637,-0.0913071287,-0.1560190132,0.1568983781,0.0904277637,0.150917213,0.1341339158,-0.0913071287,0.7265878592,-0.4246948133,0.2215962642,0.3550789415,0.6240760526,Diffus,DAMJUL,MAX,DAMJUL_Diffus
3609.1304410349,9.0003252894,14.7355883157,0.1550636844,0.1797347405,0.2295229609,0.3545624635,0.2570995146,0.2687933396,3.3391502136,0.3715242295,0.1506372462,840.982906191,10.3226127462,-0.1400923901,1.1469155185,-0.4516721398,0.1727681953,550,300,630,1.1915769201,470,0.1496450437,0.1994855638,0.3718249065,0.2790444861,-0.1003549563,-0.0505144362,0.1218249065,0.0290444861,0.048719691,0.0937339911,-0.1003549563,1.0914616716,-0.7597507473,0.1457078812,0.3629812781,0.4014198252,Diffus,DAMJUL,MIN,DAMJUL_Diffus
1365.038784436,3.4040867442,7.4663259244,0.2941593834,0.3085867499,0.1550369454,0.447098049,0.3112969047,0.1112974946,12.0433714144,0.4616264248,0.1442217999,223.8486774638,6.8463727844,-0.2091121747,2.0112215989,1.4667556697,0.290061999,559,344,606,1.5644719162,518,0.2146291882,0.1293665243,0.4382571686,0.2177471188,-0.0353708118,-0.1206334757,0.1882571686,-0.0322528812,0.0541218399,0.1871714104,-0.0353708118,1.2893170957,-0.1795827412,0.1980237479,0.4103830775,0.4825339026,Diffus,HELBAR,a50,HELBAR_Diffus
2777.0775833303,6.9253805071,18.0469238974,0.1650061342,0.1807596569,0.1372724687,0.5207866844,0.4042467222,0.1856175537,8.0276446125,0.5447651582,0.2594851436,1031.1578942205,15.7988268815,-0.2413575501,2.2812936943,-0.2904510695,0.5919618219,566,606,517,1.3025483922,518,0.1232628186,0.1017313013,0.4713150144,0.3036908657,-0.1267371814,-0.1482686987,0.2213150144,0.0536908657,0.1236744703,0.189931661,-0.1267371814,0.9936113601,-0.5098639863,0.2596761899,0.4378472871,0.5930747948,Diffus,HELBAR,IR1,HELBAR_Diffus
2451.4490665929,6.1133393182,15.6837074189,0.1703636863,0.1850338257,0.1440006257,0.5162633708,0.3876891565,0.1778440054,7.7496815145,0.5361748484,0.2364502763,887.124610459,13.6599200685,-0.2298670283,2.2344449339,-0.3135240149,0.5283351219,563,606,611,1.3353463378,518,0.1269206334,0.1091875781,0.4768489376,0.2870428509,-0.1230793666,-0.1408124219,0.2268489376,0.0370428509,0.1089136666,0.1970945058,-0.1230793666,1.0659620898,-0.5002053949,0.2566261122,0.4556169631,0.5632496878,Diffus,HELBAR,IR2,HELBAR_Diffus
2853.8361246397,7.1167983158,18.5062923829,0.1664588524,0.1824374627,0.1360453194,0.5152602349,0.407771486,0.1908837733,7.893258691,0.5415553858,0.2608970597,1041.108593671,16.1617230348,-0.2354278104,2.2709260987,-0.3566249301,0.592477942,568,606,616,1.2806459766,519,0.1288141666,0.0999718568,0.461460103,0.3097538736,-0.1211858334,-0.1500281432,0.211460103,0.0597538736,0.1284647246,0.1814416469,-0.1211858334,0.9547065634,-0.4990788499,0.2532000452,0.421920914,0.6001125728,Diffus,HELBAR,MAX,HELBAR_Diffus
2856.1327248011,7.1225254983,17.7628616589,0.2191697934,0.2346434154,0.1522246266,0.502466356,0.351356996,0.1344580617,8.2792605978,0.5193982533,0.2586274836,852.0222253538,15.6173969221,-0.2206835666,2.1926768709,-0.1280544056,0.5670865015,558,606,605,1.4589464476,506,0.1577436472,0.1154188344,0.4834247783,0.2434127401,-0.0922563528,-0.1345811656,0.2334247783,-0.0065872599,0.0783799398,0.2149668192,-0.0922563528,1.2211620196,-0.3832621167,0.2467091059,0.4582905504,0.5383246625,Diffus,HELBAR,MIN,HELBAR_Diffus
3402.2320623632,8.4843692328,13.5815757291,0.2565220749,0.2791126724,0.2046806198,0.2629920261,0.1824374696,0.2827223829,2.7298800948,0.1700081121,0.1236253204,413.6016959822,8.6064210491,-0.0330633837,1.0143854909,-0.6310302878,0.1254037313,700,343,642,0.2048372683,493,0.2354191073,0.1947973654,0.3073364233,0.262447104,-0.0145808927,-0.0552026346,0.0573364233,0.012447104,0.0414268352,0.0556593365,-0.0145808927,0.9309579387,-0.2071336123,0.0708995546,0.3210877305,0.2208105383,Diffus,HELJAM,a50,HELJAM_Diffus
3842.0223525054,9.5811031235,17.2740275159,0.237904559,0.2622834386,0.175720293,0.3569722942,0.2515717429,0.2364663454,3.486905843,0.368944931,0.2203690015,629.450686489,12.3200573504,-0.0966096162,1.2858704464,-0.5188440708,0.2833659863,551,581,300,0.9223542107,518,0.2110101027,0.1469702005,0.3911516758,0.250868021,-0.0389898973,-0.1030297995,0.1411516758,0.000868021,0.0636241614,0.1359289503,-0.0389898973,1.1330180322,-0.2541713591,0.1550642627,0.3762607113,0.4121191982,Diffus,HELJAM,IR1,HELJAM_Diffus
3735.4075475103,9.3152307918,16.5957854633,0.2553965161,0.2778942876,0.1780315279,0.3443985849,0.22745509,0.2291705001,3.6558969347,0.3604742465,0.2210959749,520.9932746526,12.0563288649,-0.0995450175,1.2942598132,-0.5472344242,0.2861556352,544,569,585,0.858106977,506,0.2206950007,0.151736608,0.3918271894,0.2357412019,-0.0293049993,-0.098263392,0.1418271894,-0.0142587981,0.0514420978,0.1400695693,-0.0293049993,1.2188276868,-0.1939235108,0.1520676055,0.386887737,0.3930535681,Diffus,HELJAM,IR2,HELJAM_Diffus
4412.6532034235,11.0041227018,19.551732737,0.221467068,0.2448949815,0.1725281008,0.361128408,0.2694536398,0.2520222466,3.4429693613,0.374850135,0.2222877574,837.5589684376,13.8729913121,-0.1043480739,1.2607085261,-0.5383306347,0.280240071,559,593,605,0.8978301581,518,0.1969578334,0.1447274687,0.3842427716,0.2740719263,-0.0530421666,-0.1052725313,0.1342427716,0.0240719263,0.0792069805,0.1236327234,-0.0530421666,1.0010125351,-0.3466625703,0.1561161987,0.3707429582,0.4210901251,Diffus,HELJAM,MAX,HELJAM_Diffus
4265.2540807811,10.6365438423,16.9797848609,0.2007044136,0.2220672408,0.2043147935,0.3027713727,0.2078438897,0.2995168744,2.9347929447,0.175776131,0.1506857699,787.5018733099,11.1941007664,-0.0492290593,1.0524189936,-0.6367683287,0.1585845663,700,557,621,0.716671929,494,0.1858456589,0.1893444131,0.3475175782,0.2772923498,-0.0641543411,-0.0606555869,0.0975175782,0.0272923498,0.0538568922,0.0807510264,-0.0641543411,0.9825976366,-0.5840367757,0.116348926,0.4533945952,0.2566173643,Diffus,HELJAM,MIN,HELJAM_Diffus
448.4437780914,1.1183136611,6.5797045514,0.588378317,0.6243919133,0.1596961614,0.1027222634,0.0690351824,0.1537924033,26.7576218316,0.4245293051,0.1656882944,214.6771436795,6.3338043517,-0.5028448152,5.6637100772,-0.6579671033,0.9384104627,300,300,325,-1.5533487516,468,0.551594008,0.1534836062,0.1601774328,0.134744953,0.301594008,-0.0965163938,-0.0898225672,-0.115255047,-0.0114750347,0.0113583646,0.301594008,2.3613040734,1.5173122934,0.3020258839,0.6551250719,0.4610201881,Diffus,HELSTR,a50,HELSTR_Diffus
4139.4707169365,10.3228696183,19.2696037287,0.225843138,0.2492656397,0.1453785517,0.3656399316,0.3200701619,0.2706407628,4.3362405952,0.4046609318,0.1613302533,875.2946213748,14.8257535075,-0.1221143426,1.4362046655,-0.562479963,0.2317032625,575,618,306,0.6960300874,531,0.1921005855,0.1165955833,0.3563266299,0.3349772013,-0.0578994145,-0.1334044167,0.1063266299,0.0849772013,0.1337308833,0.0923058872,-0.0578994145,0.6041429285,-0.3422913773,0.172501212,0.3232674307,0.5336176666,Diffus,HELSTR,IR1,HELSTR_Diffus
3535.3067728944,8.8162263663,16.8840321291,0.2475310952,0.2700937611,0.1415152304,0.3889954462,0.3062113514,0.2293944989,5.219823924,0.4084412626,0.1772947638,675.3601539496,13.6494341092,-0.1209877046,1.5482172918,-0.554252341,0.2744908191,564,606,326,0.8482176268,518,0.2051298106,0.1101654791,0.3934673362,0.2912373741,-0.0448701894,-0.1398345209,0.1434673362,0.0412373741,0.1108834374,0.1363060819,-0.0448701894,0.8878846017,-0.2500198285,0.1813499891,0.3242224951,0.5593380838,Diffus,HELSTR,IR2,HELSTR_Diffus
5882.9867099267,14.6707898003,30.6504853867,0.1976041857,0.2196666749,0.1343208159,0.3995033818,0.3535452709,0.2762908084,5.4357199922,0.4448691639,0.2950759063,1559.0157670647,25.0117686333,-0.1467748815,1.704868584,-0.5539232145,0.5030656426,576,607,634,0.823888272,531,0.1655431235,0.1049035312,0.3777095248,0.3518438205,-0.0844568765,-0.1450964688,0.1277095248,0.1018438205,0.1512194265,0.1055963914,-0.0844568765,0.6095835175,-0.4294133011,0.2028567889,0.3495205476,0.5803858752,Diffus,HELSTR,MAX,HELSTR_Diffus
